Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0177499803
2	3	0	0.0354999607
3	3	0	0.053249941
4	3	0	0.0709999213
5	3	0	0.0887499017
6	4	0	0.106499882
7	4	0	0.124249862
8	4	0	0.141999843
9	4	0	0.159749823
10	5	0	0.177499803
11	5	0	0.195249784
12	5	0	0.212999764
13	5	0	0.230749744
14	6	0	0.248499725
15	6	0	0.266249705
16	6	0	0.283999685
17	6	0	0.301749666
18	7	0	0.319499646
19	7	0	0.337249626
20	7	0	0.354999607
21	8	0	0.372749587
22	8	0	0.390499567
23	8	0	0.408249548
24	8	0	0.425999528
25	9	0	0.443749508
26	9	0	0.461499489
27	9	0	0.479249469
28	9	0	0.496999449
29	10	0	0.51474943
30	10	0	0.53249941
31	10	0	0.55024939
32	11	0	0.567999371
33	11	0	0.585749351
34	11	0	0.603499331
35	11	0	0.621249312
36	12	0	0.638999292
37	12	0	0.656749272
38	12	0	0.674499253
39	12	0	0.692249233
40	13	0	0.709999213
41	13	0	0.727749194
42	13	0	0.745499174
43	14	0	0.763249154
44	14	0	0.780999135
45	14	0	0.798749115
46	14	0	0.816499095
47	15	0	0.834249076
48	15	0	0.851999056
49	15	0	0.869749036
50	15	0	0.887499017
51	16	0	0.905248997
52	16	0	0.922998977
53	16	0	0.940748958
54	17	0	0.958498938
55	17	0	0.976248918
56	17	0	0.993998899
57	17	0	1.01174888
58	18	0	1.02949886
59	18	0	1.04724884
60	18	0	1.06499882
61	19	0	1.0827488
62	19	0	1.10049878
63	19	0	1.11824876
64	20	0	1.13599874
65	20	0	1.15374872
66	20	0	1.1714987
67	21	0	1.18924868
68	21	0	1.20699866
69	21	0	1.22474864
70	21	0	1.24249862
71	22	0	1.2602486
72	22	0	1.27799858
73	22	0	1.29574856
74	23	0	1.31349854
75	23	0	1.33124852
76	23	0	1.34899851
77	24	0	1.36674849
78	24	0	1.38449847
79	24	0	1.40224845
80	25	0	1.41999843
81	25	0	1.43774841
82	25	0	1.45549839
83	26	0	1.47324837
84	26	0	1.49099835
85	26	0	1.50874833
86	26	0	1.52649831
87	27	0	1.54424829
88	27	0	1.56199827
89	27	0	1.57974825
90	28	0	1.59749823
91	28	0	1.61524821
92	28	0	1.63299819
93	29	0	1.65074817
94	29	0	1.66849815
95	29	0	1.68624813
96	30	0	1.70399811
97	30	0	1.72174809
98	30	0	1.73949807
99	31	0	1.75724805
100	31	0	1.77499803
101	32	0	1.79274801
102	32	0	1.81049799
103	33	0	1.82824797
104	33	0	1.84599795
