Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0235324394
2	2	0	0.0470648788
3	2	0	0.0705973182
4	3	0	0.0941297576
5	3	0	0.117662197
6	3	0	0.141194636
7	3	0	0.164727076
8	3	0	0.188259515
9	3	0	0.211791955
10	4	0	0.235324394
11	4	0	0.258856833
12	4	0	0.282389273
13	4	0	0.305921712
14	4	0	0.329454152
15	5	0	0.352986591
16	5	0	0.37651903
17	5	0	0.40005147
18	5	0	0.423583909
19	5	0	0.447116349
20	6	0	0.470648788
21	6	0	0.494181227
22	6	0	0.517713667
23	6	0	0.541246106
24	6	0	0.564778546
25	7	0	0.588310985
26	7	0	0.611843424
27	7	0	0.635375864
28	7	0	0.658908303
29	7	0	0.682440743
30	8	0	0.705973182
31	8	0	0.729505621
32	8	0	0.753038061
33	8	0	0.7765705
34	8	0	0.80010294
35	8	0	0.823635379
36	9	0	0.847167818
37	9	0	0.870700258
38	9	0	0.894232697
39	9	0	0.917765137
40	9	0	0.941297576
41	10	0	0.964830015
42	10	0	0.988362455
43	10	0	1.01189489
44	10	0	1.03542733
45	10	0	1.05895977
46	11	0	1.08249221
47	11	0	1.10602465
48	11	0	1.12955709
49	11	0	1.15308953
50	11	0	1.17662197
51	12	0	1.20015441
52	12	0	1.22368685
53	12	0	1.24721929
54	12	0	1.27075173
55	13	0	1.29428417
56	13	0	1.31781661
57	13	0	1.34134905
58	13	0	1.36488149
59	13	0	1.38841392
60	14	0	1.41194636
61	14	0	1.4354788
62	14	0	1.45901124
63	14	0	1.48254368
64	14	0	1.50607612
