Iteration	CPUTime	PhysTime	Travels
1	3	0	0.0183798106
2	3	0	0.0367596212
3	3	0	0.0551394318
4	4	0	0.0735192424
5	4	0	0.091899053
6	4	0	0.110278864
7	4	0	0.128658674
8	5	0	0.147038485
9	5	0	0.165418295
10	5	0	0.183798106
11	5	0	0.202177917
12	6	0	0.220557727
13	6	0	0.238937538
14	6	0	0.257317348
15	6	0	0.275697159
16	6	0	0.29407697
17	7	0	0.31245678
18	7	0	0.330836591
19	7	0	0.349216401
20	7	0	0.367596212
21	8	0	0.385976023
22	8	0	0.404355833
23	8	0	0.422735644
24	8	0	0.441115455
25	9	0	0.459495265
26	9	0	0.477875076
27	9	0	0.496254886
28	9	0	0.514634697
29	10	0	0.533014508
30	10	0	0.551394318
31	10	0	0.569774129
32	10	0	0.588153939
33	11	0	0.60653375
34	11	0	0.624913561
35	11	0	0.643293371
36	11	0	0.661673182
37	12	0	0.680052992
38	12	0	0.698432803
39	12	0	0.716812614
40	12	0	0.735192424
41	13	0	0.753572235
42	13	0	0.771952045
43	13	0	0.790331856
44	13	0	0.808711667
45	14	0	0.827091477
46	14	0	0.845471288
47	14	0	0.863851098
48	14	0	0.882230909
49	15	0	0.90061072
50	15	0	0.91899053
51	15	0	0.937370341
52	15	0	0.955750151
53	16	0	0.974129962
54	16	0	0.992509773
55	16	0	1.01088958
56	16	0	1.02926939
57	17	0	1.0476492
58	17	0	1.06602902
59	17	0	1.08440883
60	17	0	1.10278864
61	18	0	1.12116845
62	18	0	1.13954826
63	18	0	1.15792807
64	18	0	1.17630788
65	19	0	1.19468769
66	19	0	1.2130675
67	19	0	1.23144731
68	20	0	1.24982712
69	20	0	1.26820693
70	20	0	1.28658674
71	20	0	1.30496655
72	21	0	1.32334636
73	21	0	1.34172617
74	21	0	1.36010598
75	22	0	1.3784858
76	22	0	1.39686561
77	22	0	1.41524542
78	22	0	1.43362523
79	23	0	1.45200504
80	23	0	1.47038485
81	23	0	1.48876466
82	23	0	1.50714447
83	24	0	1.52552428
84	24	0	1.54390409
85	24	0	1.5622839
86	25	0	1.58066371
87	25	0	1.59904352
88	25	0	1.61742333
89	25	0	1.63580314
90	26	0	1.65418295
91	26	0	1.67256276
92	26	0	1.69094258
93	27	0	1.70932239
94	27	0	1.7277022
95	27	0	1.74608201
96	27	0	1.76446182
97	28	0	1.78284163
98	28	0	1.80122144
99	28	0	1.81960125
100	28	0	1.83798106
101	29	0	1.85636087
102	30	0	1.87474068
103	30	0	1.89312049
104	30	0	1.9115003
105	31	0	1.92988011
106	31	0	1.94825992
107	31	0	1.96663973
108	31	0	1.98501955
109	32	0	2.00339936
110	32	0	2.02177917
111	32	0	2.04015898
112	32	0	2.05853879
113	33	0	2.0769186
114	33	0	2.09529841
115	33	0	2.11367822
116	34	0	2.13205803
117	34	0	2.15043784
118	34	0	2.16881765
119	34	0	2.18719746
120	35	0	2.20557727
121	35	0	2.22395708
122	35	0	2.24233689
123	36	0	2.2607167
124	36	0	2.27909651
125	36	0	2.29747633
126	36	0	2.31585614
127	37	0	2.33423595
128	37	0	2.35261576
129	37	0	2.37099557
130	38	0	2.38937538
131	38	0	2.40775519
132	38	0	2.426135
133	39	0	2.44451481
134	39	0	2.46289462
135	39	0	2.48127443
136	39	0	2.49965424
137	40	0	2.51803405
138	40	0	2.53641386
139	40	0	2.55479367
140	41	0	2.57317348
141	41	0	2.5915533
142	41	0	2.60993311
143	41	0	2.62831292
144	42	0	2.64669273
145	42	0	2.66507254
146	42	0	2.68345235
147	42	0	2.70183216
148	43	0	2.72021197
149	43	0	2.73859178
150	43	0	2.75697159
151	44	0	2.7753514
152	44	0	2.79373121
153	44	0	2.81211102
154	44	0	2.83049083
155	45	0	2.84887064
156	45	0	2.86725045
157	45	0	2.88563026
158	46	0	2.90401008
159	46	0	2.92238989
160	46	0	2.9407697
161	46	0	2.95914951
162	47	0	2.97752932
163	47	0	2.99590913
164	47	0	3.01428894
