Iteration	CPUTime	PhysTime	Travels
1	1	0	0.0229551703
2	1	0	0.0459103407
3	1	0	0.068865511
4	1	0	0.0918206814
5	1	0	0.114775852
6	2	0	0.137731022
7	2	0	0.160686192
8	2	0	0.183641363
9	2	0	0.206596533
10	2	0	0.229551703
11	3	0	0.252506874
12	3	0	0.275462044
13	3	0	0.298417215
14	3	0	0.321372385
15	3	0	0.344327555
16	3	0	0.367282726
17	4	0	0.390237896
18	4	0	0.413193066
19	4	0	0.436148237
20	4	0	0.459103407
21	4	0	0.482058577
22	5	0	0.505013748
23	5	0	0.527968918
24	5	0	0.550924088
25	5	0	0.573879259
26	5	0	0.596834429
27	5	0	0.619789599
28	6	0	0.64274477
29	6	0	0.66569994
30	6	0	0.68865511
31	6	0	0.711610281
32	6	0	0.734565451
33	7	0	0.757520621
34	7	0	0.780475792
35	7	0	0.803430962
36	7	0	0.826386132
37	7	0	0.849341303
38	8	0	0.872296473
39	8	0	0.895251644
40	8	0	0.918206814
41	8	0	0.941161984
42	8	0	0.964117155
43	9	0	0.987072325
44	9	0	1.0100275
45	9	0	1.03298267
46	9	0	1.05593784
47	9	0	1.07889301
48	9	0	1.10184818
49	10	0	1.12480335
50	10	0	1.14775852
51	10	0	1.17071369
52	10	0	1.19366886
53	11	0	1.21662403
54	11	0	1.2395792
55	11	0	1.26253437
56	11	0	1.28548954
57	11	0	1.30844471
58	12	0	1.33139988
59	12	0	1.35435505
60	12	0	1.37731022
61	12	0	1.40026539
62	12	0	1.42322056
63	13	0	1.44617573
64	13	0	1.4691309
65	13	0	1.49208607
66	13	0	1.51504124
67	13	0	1.53799641
68	14	0	1.56095158
