Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0166850198
2	3	0	0.0333700397
3	3	0	0.0500550595
4	3	0	0.0667400793
5	4	0	0.0834250991
6	4	0	0.100110119
7	4	0	0.116795139
8	5	0	0.133480159
9	5	0	0.150165178
10	5	0	0.166850198
11	5	0	0.183535218
12	6	0	0.200220238
13	6	0	0.216905258
14	6	0	0.233590278
15	7	0	0.250275297
16	7	0	0.266960317
17	7	0	0.283645337
18	8	0	0.300330357
19	8	0	0.317015377
20	8	0	0.333700397
21	8	0	0.350385416
22	9	0	0.367070436
23	9	0	0.383755456
24	9	0	0.400440476
25	10	0	0.417125496
26	10	0	0.433810515
27	10	0	0.450495535
28	10	0	0.467180555
29	11	0	0.483865575
30	11	0	0.500550595
31	11	0	0.517235615
32	12	0	0.533920634
33	12	0	0.550605654
34	12	0	0.567290674
35	12	0	0.583975694
36	13	0	0.600660714
37	13	0	0.617345734
38	13	0	0.634030753
39	14	0	0.650715773
40	14	0	0.667400793
41	14	0	0.684085813
42	15	0	0.700770833
43	15	0	0.717455853
44	15	0	0.734140872
45	15	0	0.750825892
46	16	0	0.767510912
47	16	0	0.784195932
48	16	0	0.800880952
49	17	0	0.817565972
50	17	0	0.834250991
51	17	0	0.850936011
52	18	0	0.867621031
53	18	0	0.884306051
54	18	0	0.900991071
55	19	0	0.91767609
56	19	0	0.93436111
57	19	0	0.95104613
58	19	0	0.96773115
59	20	0	0.98441617
60	20	0	1.00110119
61	20	0	1.01778621
62	21	0	1.03447123
63	21	0	1.05115625
64	21	0	1.06784127
65	22	0	1.08452629
66	22	0	1.10121131
67	22	0	1.11789633
68	23	0	1.13458135
69	23	0	1.15126637
70	24	0	1.16795139
71	24	0	1.18463641
72	24	0	1.20132143
73	25	0	1.21800645
74	25	0	1.23469147
