Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0171610717
2	3	0	0.0343221435
3	3	0	0.0514832152
4	3	0	0.0686442869
5	4	0	0.0858053587
6	4	0	0.10296643
7	4	0	0.120127502
8	5	0	0.137288574
9	5	0	0.154449646
10	5	0	0.171610717
11	5	0	0.188771789
12	6	0	0.205932861
13	6	0	0.223093933
14	7	0	0.240255004
15	7	0	0.257416076
16	7	0	0.274577148
17	7	0	0.291738219
18	8	0	0.308899291
19	8	0	0.326060363
20	8	0	0.343221435
21	9	0	0.360382506
22	9	0	0.377543578
23	9	0	0.39470465
24	9	0	0.411865722
25	10	0	0.429026793
26	10	0	0.446187865
27	10	0	0.463348937
28	10	0	0.480510008
29	11	0	0.49767108
30	11	0	0.514832152
31	11	0	0.531993224
32	12	0	0.549154295
33	12	0	0.566315367
34	12	0	0.583476439
35	12	0	0.600637511
36	13	0	0.617798582
37	13	0	0.634959654
38	13	0	0.652120726
39	14	0	0.669281798
40	14	0	0.686442869
41	14	0	0.703603941
42	14	0	0.720765013
43	15	0	0.737926084
44	15	0	0.755087156
45	15	0	0.772248228
46	16	0	0.7894093
47	16	0	0.806570371
48	16	0	0.823731443
49	16	0	0.840892515
50	17	0	0.858053587
51	17	0	0.875214658
52	17	0	0.89237573
53	18	0	0.909536802
54	18	0	0.926697874
55	18	0	0.943858945
56	18	0	0.961020017
57	19	0	0.978181089
58	19	0	0.99534216
59	19	0	1.01250323
60	19	0	1.0296643
61	20	0	1.04682538
62	20	0	1.06398645
63	20	0	1.08114752
64	21	0	1.09830859
65	21	0	1.11546966
66	21	0	1.13263073
67	22	0	1.14979181
68	22	0	1.16695288
69	22	0	1.18411395
70	23	0	1.20127502
71	23	0	1.21843609
72	23	0	1.23559716
73	24	0	1.25275824
74	24	0	1.26991931
75	24	0	1.28708038
76	25	0	1.30424145
