Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0166924666
2	3	0	0.0333849331
3	3	0	0.0500773997
4	3	0	0.0667698662
5	4	0	0.0834623328
6	4	0	0.100154799
7	4	0	0.116847266
8	4	0	0.133539732
9	5	0	0.150232199
10	5	0	0.166924666
11	5	0	0.183617132
12	6	0	0.200309599
13	6	0	0.217002065
14	6	0	0.233694532
15	6	0	0.250386998
16	7	0	0.267079465
17	7	0	0.283771931
18	7	0	0.300464398
19	8	0	0.317156865
20	8	0	0.333849331
21	8	0	0.350541798
22	8	0	0.367234264
23	9	0	0.383926731
24	9	0	0.400619197
25	9	0	0.417311664
26	10	0	0.434004131
27	10	0	0.450696597
28	10	0	0.467389064
29	10	0	0.48408153
30	11	0	0.500773997
31	11	0	0.517466463
32	11	0	0.53415893
33	12	0	0.550851396
34	12	0	0.567543863
35	12	0	0.58423633
36	13	0	0.600928796
37	13	0	0.617621263
38	13	0	0.634313729
39	13	0	0.651006196
40	14	0	0.667698662
41	14	0	0.684391129
42	14	0	0.701083595
43	15	0	0.717776062
44	15	0	0.734468529
45	15	0	0.751160995
46	16	0	0.767853462
47	16	0	0.784545928
48	16	0	0.801238395
49	16	0	0.817930861
50	17	0	0.834623328
51	17	0	0.851315794
52	17	0	0.868008261
53	18	0	0.884700728
54	18	0	0.901393194
55	18	0	0.918085661
56	19	0	0.934778127
57	19	0	0.951470594
58	19	0	0.96816306
59	20	0	0.984855527
60	20	0	1.00154799
61	20	0	1.01824046
62	21	0	1.03493293
63	21	0	1.05162539
64	21	0	1.06831786
65	22	0	1.08501033
66	22	0	1.10170279
67	22	0	1.11839526
68	23	0	1.13508773
69	23	0	1.15178019
70	23	0	1.16847266
71	24	0	1.18516513
72	24	0	1.20185759
73	24	0	1.21855006
74	25	0	1.23524253
75	25	0	1.25193499
76	25	0	1.26862746
77	26	0	1.28531992
78	26	0	1.30201239
79	26	0	1.31870486
80	27	0	1.33539732
81	27	0	1.35208979
82	28	0	1.36878226
83	28	0	1.38547472
84	28	0	1.40216719
85	29	0	1.41885966
86	29	0	1.43555212
87	29	0	1.45224459
88	30	0	1.46893706
89	30	0	1.48562952
90	30	0	1.50232199
91	31	0	1.51901446
92	31	0	1.53570692
93	31	0	1.55239939
94	32	0	1.56909186
95	32	0	1.58578432
96	32	0	1.60247679
97	33	0	1.61916926
98	33	0	1.63586172
99	34	0	1.65255419
100	34	0	1.66924666
101	35	0	1.68593912
102	36	0	1.70263159
103	36	0	1.71932406
104	36	0	1.73601652
105	37	0	1.75270899
106	37	0	1.76940146
107	37	0	1.78609392
108	38	0	1.80278639
109	38	0	1.81947885
110	38	0	1.83617132
111	39	0	1.85286379
112	39	0	1.86955625
113	39	0	1.88624872
114	40	0	1.90294119
115	40	0	1.91963365
116	40	0	1.93632612
117	41	0	1.95301859
118	41	0	1.96971105
119	41	0	1.98640352
