Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0170426874
2	2	0	0.0340853749
3	2	0	0.0511280623
4	3	0	0.0681707497
5	3	0	0.0852134371
6	3	0	0.102256125
7	4	0	0.119298812
8	4	0	0.136341499
9	4	0	0.153384187
10	4	0	0.170426874
11	5	0	0.187469562
12	5	0	0.204512249
13	5	0	0.221554937
14	5	0	0.238597624
15	6	0	0.255640311
16	6	0	0.272682999
17	6	0	0.289725686
18	6	0	0.306768374
19	7	0	0.323811061
20	7	0	0.340853749
21	7	0	0.357896436
22	7	0	0.374939123
23	8	0	0.391981811
24	8	0	0.409024498
25	8	0	0.426067186
26	8	0	0.443109873
27	9	0	0.460152561
28	9	0	0.477195248
29	9	0	0.494237935
30	9	0	0.511280623
31	10	0	0.52832331
32	10	0	0.545365998
33	10	0	0.562408685
34	11	0	0.579451373
35	11	0	0.59649406
36	11	0	0.613536747
37	11	0	0.630579435
38	12	0	0.647622122
39	12	0	0.66466481
40	12	0	0.681707497
41	12	0	0.698750185
42	13	0	0.715792872
43	13	0	0.732835559
44	13	0	0.749878247
45	14	0	0.766920934
46	14	0	0.783963622
47	14	0	0.801006309
48	14	0	0.818048997
49	15	0	0.835091684
50	15	0	0.852134371
51	15	0	0.869177059
52	16	0	0.886219746
53	16	0	0.903262434
54	16	0	0.920305121
55	16	0	0.937347809
56	17	0	0.954390496
57	17	0	0.971433183
58	17	0	0.988475871
59	17	0	1.00551856
60	18	0	1.02256125
61	18	0	1.03960393
62	18	0	1.05664662
63	19	0	1.07368931
64	19	0	1.090732
65	19	0	1.10777468
66	20	0	1.12481737
67	20	0	1.14186006
68	20	0	1.15890275
69	21	0	1.17594543
70	21	0	1.19298812
71	21	0	1.21003081
72	22	0	1.22707349
73	22	0	1.24411618
74	22	0	1.26115887
75	22	0	1.27820156
76	23	0	1.29524424
77	23	0	1.31228693
78	23	0	1.32932962
79	24	0	1.34637231
80	24	0	1.36341499
81	24	0	1.38045768
82	25	0	1.39750037
83	25	0	1.41454306
84	25	0	1.43158574
85	26	0	1.44862843
86	26	0	1.46567112
87	26	0	1.48271381
88	26	0	1.49975649
89	27	0	1.51679918
90	27	0	1.53384187
91	27	0	1.55088456
92	28	0	1.56792724
93	28	0	1.58496993
94	28	0	1.60201262
95	29	0	1.61905531
96	29	0	1.63609799
