Iteration	CPUTime	PhysTime	Travels
1	1	0	0.0199410427
2	1	0	0.0398820854
3	2	0	0.0598231281
4	2	0	0.0797641708
5	2	0	0.0997052135
6	2	0	0.119646256
7	3	0	0.139587299
8	3	0	0.159528342
9	3	0	0.179469384
10	3	0	0.199410427
11	3	0	0.21935147
12	3	0	0.239292513
13	4	0	0.259233555
14	4	0	0.279174598
15	4	0	0.299115641
16	4	0	0.319056683
17	4	0	0.338997726
18	5	0	0.358938769
19	5	0	0.378879811
20	5	0	0.398820854
21	5	0	0.418761897
22	5	0	0.43870294
23	6	0	0.458643982
24	6	0	0.478585025
25	6	0	0.498526068
26	6	0	0.51846711
27	7	0	0.538408153
28	7	0	0.558349196
29	7	0	0.578290239
30	7	0	0.598231281
31	7	0	0.618172324
32	8	0	0.638113367
33	8	0	0.658054409
34	8	0	0.677995452
35	8	0	0.697936495
36	8	0	0.717877538
37	9	0	0.73781858
38	9	0	0.757759623
39	9	0	0.777700666
40	9	0	0.797641708
41	9	0	0.817582751
42	10	0	0.837523794
43	10	0	0.857464837
44	10	0	0.877405879
45	10	0	0.897346922
46	11	0	0.917287965
47	11	0	0.937229007
48	11	0	0.95717005
49	11	0	0.977111093
50	11	0	0.997052135
51	12	0	1.01699318
52	12	0	1.03693422
53	12	0	1.05687526
54	12	0	1.07681631
55	13	0	1.09675735
56	13	0	1.11669839
57	13	0	1.13663943
58	13	0	1.15658048
59	14	0	1.17652152
60	14	0	1.19646256
61	14	0	1.21640361
62	14	0	1.23634465
63	15	0	1.25628569
64	15	0	1.27622673
65	15	0	1.29616778
66	15	0	1.31610882
67	16	0	1.33604986
68	16	0	1.3559909
69	16	0	1.37593195
