Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0164625129
2	3	0	0.0329250259
3	3	0	0.0493875388
4	4	0	0.0658500517
5	4	0	0.0823125647
6	4	0	0.0987750776
7	4	0	0.115237591
8	5	0	0.131700103
9	5	0	0.148162616
10	5	0	0.164625129
11	6	0	0.181087642
12	6	0	0.197550155
13	6	0	0.214012668
14	6	0	0.230475181
15	7	0	0.246937694
16	7	0	0.263400207
17	7	0	0.27986272
18	7	0	0.296325233
19	8	0	0.312787746
20	8	0	0.329250259
21	8	0	0.345712772
22	9	0	0.362175284
23	9	0	0.378637797
24	9	0	0.39510031
25	9	0	0.411562823
26	10	0	0.428025336
27	10	0	0.444487849
28	10	0	0.460950362
29	11	0	0.477412875
30	11	0	0.493875388
31	11	0	0.510337901
32	11	0	0.526800414
33	12	0	0.543262927
34	12	0	0.55972544
35	12	0	0.576187953
36	13	0	0.592650466
37	13	0	0.609112978
38	13	0	0.625575491
39	13	0	0.642038004
40	14	0	0.658500517
41	14	0	0.67496303
42	14	0	0.691425543
43	15	0	0.707888056
44	15	0	0.724350569
45	15	0	0.740813082
46	16	0	0.757275595
47	16	0	0.773738108
48	16	0	0.790200621
49	16	0	0.806663134
50	17	0	0.823125647
51	17	0	0.83958816
52	17	0	0.856050672
53	18	0	0.872513185
54	18	0	0.888975698
55	18	0	0.905438211
56	18	0	0.921900724
57	19	0	0.938363237
58	19	0	0.95482575
59	19	0	0.971288263
60	20	0	0.987750776
61	20	0	1.00421329
62	20	0	1.0206758
63	21	0	1.03713831
64	21	0	1.05360083
65	21	0	1.07006334
66	22	0	1.08652585
67	22	0	1.10298837
68	22	0	1.11945088
69	23	0	1.13591339
70	23	0	1.15237591
71	23	0	1.16883842
72	24	0	1.18530093
73	24	0	1.20176344
74	25	0	1.21822596
75	25	0	1.23468847
76	25	0	1.25115098
77	26	0	1.2676135
78	26	0	1.28407601
79	26	0	1.30053852
80	27	0	1.31700103
81	27	0	1.33346355
82	27	0	1.34992606
83	28	0	1.36638857
84	28	0	1.38285109
85	28	0	1.3993136
86	29	0	1.41577611
87	29	0	1.43223863
88	29	0	1.44870114
89	30	0	1.46516365
90	30	0	1.48162616
91	30	0	1.49808868
92	31	0	1.51455119
93	31	0	1.5310137
94	31	0	1.54747622
95	32	0	1.56393873
96	32	0	1.58040124
97	32	0	1.59686375
98	33	0	1.61332627
99	33	0	1.62978878
100	33	0	1.64625129
