Iteration	CPUTime	PhysTime	Travels
1	4	0	0.0161498398
2	4	0	0.0322996796
3	4	0	0.0484495194
4	5	0	0.0645993592
5	5	0	0.0807491989
6	5	0	0.0968990387
7	6	0	0.113048879
8	6	0	0.129198718
9	6	0	0.145348558
10	6	0	0.161498398
11	7	0	0.177648238
12	7	0	0.193798077
13	7	0	0.209947917
14	8	0	0.226097757
15	8	0	0.242247597
16	8	0	0.258397437
17	9	0	0.274547276
18	9	0	0.290697116
19	9	0	0.306846956
20	9	0	0.322996796
21	10	0	0.339146636
22	10	0	0.355296475
23	10	0	0.371446315
24	11	0	0.387596155
25	11	0	0.403745995
26	11	0	0.419895835
27	12	0	0.436045674
28	12	0	0.452195514
29	12	0	0.468345354
30	13	0	0.484495194
31	13	0	0.500645033
32	13	0	0.516794873
33	13	0	0.532944713
34	14	0	0.549094553
35	14	0	0.565244393
36	14	0	0.581394232
37	15	0	0.597544072
38	15	0	0.613693912
39	15	0	0.629843752
40	16	0	0.645993592
41	16	0	0.662143431
42	16	0	0.678293271
43	17	0	0.694443111
44	17	0	0.710592951
45	17	0	0.72674279
46	18	0	0.74289263
47	18	0	0.75904247
48	18	0	0.77519231
49	19	0	0.79134215
50	19	0	0.807491989
51	19	0	0.823641829
52	20	0	0.839791669
53	20	0	0.855941509
54	20	0	0.872091349
55	21	0	0.888241188
56	21	0	0.904391028
57	21	0	0.920540868
58	22	0	0.936690708
59	22	0	0.952840548
60	22	0	0.968990387
61	23	0	0.985140227
62	23	0	1.00129007
63	23	0	1.01743991
64	24	0	1.03358975
65	24	0	1.04973959
66	24	0	1.06588943
67	25	0	1.08203927
68	25	0	1.09818911
69	26	0	1.11433895
70	26	0	1.13048879
71	26	0	1.14663863
72	27	0	1.16278846
73	27	0	1.1789383
74	27	0	1.19508814
75	28	0	1.21123798
76	28	0	1.22738782
77	29	0	1.24353766
78	29	0	1.2596875
79	29	0	1.27583734
80	30	0	1.29198718
81	30	0	1.30813702
82	30	0	1.32428686
83	31	0	1.3404367
84	31	0	1.35658654
85	32	0	1.37273638
86	32	0	1.38888622
87	32	0	1.40503606
