Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0167171771
2	2	0	0.0334343542
3	3	0	0.0501515313
4	3	0	0.0668687084
5	4	0	0.0835858855
6	4	0	0.100303063
7	4	0	0.11702024
8	4	0	0.133737417
9	5	0	0.150454594
10	5	0	0.167171771
11	5	0	0.183888948
12	6	0	0.200606125
13	6	0	0.217323302
14	6	0	0.234040479
15	7	0	0.250757657
16	7	0	0.267474834
17	7	0	0.284192011
18	7	0	0.300909188
19	8	0	0.317626365
20	8	0	0.334343542
21	8	0	0.351060719
22	9	0	0.367777896
23	9	0	0.384495073
24	9	0	0.40121225
25	10	0	0.417929428
26	10	0	0.434646605
27	10	0	0.451363782
28	10	0	0.468080959
29	11	0	0.484798136
30	11	0	0.501515313
31	11	0	0.51823249
32	12	0	0.534949667
33	12	0	0.551666844
34	12	0	0.568384021
35	13	0	0.585101199
36	13	0	0.601818376
37	13	0	0.618535553
38	14	0	0.63525273
39	14	0	0.651969907
40	14	0	0.668687084
41	14	0	0.685404261
42	15	0	0.702121438
43	15	0	0.718838615
44	15	0	0.735555792
45	16	0	0.75227297
46	16	0	0.768990147
47	16	0	0.785707324
48	17	0	0.802424501
49	17	0	0.819141678
50	17	0	0.835858855
51	18	0	0.852576032
52	18	0	0.869293209
53	18	0	0.886010386
54	18	0	0.902727563
55	19	0	0.919444741
56	19	0	0.936161918
57	19	0	0.952879095
58	20	0	0.969596272
59	20	0	0.986313449
60	20	0	1.00303063
61	21	0	1.0197478
62	21	0	1.03646498
63	21	0	1.05318216
64	22	0	1.06989933
65	22	0	1.08661651
66	22	0	1.10333369
67	23	0	1.12005087
68	23	0	1.13676804
69	24	0	1.15348522
70	24	0	1.1702024
71	24	0	1.18691957
72	25	0	1.20363675
73	25	0	1.22035393
74	25	0	1.23707111
75	26	0	1.25378828
76	26	0	1.27050546
