Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0168474746
2	3	0	0.0336949493
3	3	0	0.0505424239
4	3	0	0.0673898986
5	4	0	0.0842373732
6	4	0	0.101084848
7	4	0	0.117932323
8	4	0	0.134779797
9	5	0	0.151627272
10	5	0	0.168474746
11	5	0	0.185322221
12	5	0	0.202169696
13	6	0	0.21901717
14	6	0	0.235864645
15	6	0	0.25271212
16	7	0	0.269559594
17	7	0	0.286407069
18	7	0	0.303254544
19	7	0	0.320102018
20	8	0	0.336949493
21	8	0	0.353796968
22	8	0	0.370644442
23	8	0	0.387491917
24	9	0	0.404339391
25	9	0	0.421186866
26	9	0	0.438034341
27	10	0	0.454881815
28	10	0	0.47172929
29	10	0	0.488576765
30	10	0	0.505424239
31	11	0	0.522271714
32	11	0	0.539119189
33	11	0	0.555966663
34	12	0	0.572814138
35	12	0	0.589661613
36	12	0	0.606509087
37	12	0	0.623356562
38	13	0	0.640204036
39	13	0	0.657051511
40	13	0	0.673898986
41	14	0	0.69074646
42	14	0	0.707593935
43	14	0	0.72444141
44	14	0	0.741288884
45	15	0	0.758136359
46	15	0	0.774983834
47	15	0	0.791831308
48	16	0	0.808678783
49	16	0	0.825526258
50	16	0	0.842373732
51	17	0	0.859221207
52	17	0	0.876068681
53	17	0	0.892916156
54	17	0	0.909763631
55	18	0	0.926611105
56	18	0	0.94345858
57	18	0	0.960306055
58	19	0	0.977153529
59	19	0	0.994001004
60	19	0	1.01084848
61	19	0	1.02769595
62	20	0	1.04454343
63	20	0	1.0613909
64	20	0	1.07823838
65	21	0	1.09508585
66	21	0	1.11193333
67	21	0	1.1287808
68	22	0	1.14562828
69	22	0	1.16247575
70	23	0	1.17932323
71	23	0	1.1961707
72	23	0	1.21301817
73	24	0	1.22986565
74	24	0	1.24671312
75	25	0	1.2635606
