Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0225095331
2	2	0	0.0450190663
3	2	0	0.0675285994
4	2	0	0.0900381326
5	3	0	0.112547666
6	3	0	0.135057199
7	3	0	0.157566732
8	3	0	0.180076265
9	3	0	0.202585798
10	3	0	0.225095331
11	4	0	0.247604865
12	4	0	0.270114398
13	4	0	0.292623931
14	4	0	0.315133464
15	4	0	0.337642997
16	5	0	0.36015253
17	5	0	0.382662063
18	5	0	0.405171597
19	5	0	0.42768113
20	5	0	0.450190663
21	6	0	0.472700196
22	6	0	0.495209729
23	6	0	0.517719262
24	6	0	0.540228795
25	6	0	0.562738329
26	7	0	0.585247862
27	7	0	0.607757395
28	7	0	0.630266928
29	7	0	0.652776461
30	7	0	0.675285994
31	8	0	0.697795527
32	8	0	0.720305061
33	8	0	0.742814594
34	8	0	0.765324127
35	9	0	0.78783366
36	9	0	0.810343193
37	9	0	0.832852726
38	9	0	0.855362259
39	9	0	0.877871793
40	10	0	0.900381326
41	10	0	0.922890859
42	10	0	0.945400392
43	10	0	0.967909925
44	10	0	0.990419458
45	11	0	1.01292899
46	11	0	1.03543852
47	11	0	1.05794806
48	11	0	1.08045759
49	12	0	1.10296712
50	12	0	1.12547666
51	12	0	1.14798619
52	12	0	1.17049572
53	12	0	1.19300526
54	13	0	1.21551479
55	13	0	1.23802432
56	13	0	1.26053386
57	13	0	1.28304339
58	14	0	1.30555292
59	14	0	1.32806246
60	14	0	1.35057199
61	14	0	1.37308152
62	14	0	1.39559105
63	15	0	1.41810059
64	15	0	1.44061012
65	15	0	1.46311965
