Iteration	CPUTime	PhysTime	Travels
1	3	0	0.0172873383
2	3	0	0.0345746766
3	4	0	0.0518620148
4	4	0	0.0691493531
5	4	0	0.0864366914
6	4	0	0.10372403
7	5	0	0.121011368
8	5	0	0.138298706
9	5	0	0.155586044
10	6	0	0.172873383
11	6	0	0.190160721
12	6	0	0.207448059
13	6	0	0.224735398
14	7	0	0.242022736
15	7	0	0.259310074
16	7	0	0.276597412
17	7	0	0.293884751
18	8	0	0.311172089
19	8	0	0.328459427
20	8	0	0.345746766
21	8	0	0.363034104
22	9	0	0.380321442
23	9	0	0.39760878
24	9	0	0.414896119
25	10	0	0.432183457
26	10	0	0.449470795
27	10	0	0.466758133
28	10	0	0.484045472
29	11	0	0.50133281
30	11	0	0.518620148
31	11	0	0.535907487
32	11	0	0.553194825
33	12	0	0.570482163
34	12	0	0.587769501
35	12	0	0.60505684
36	13	0	0.622344178
37	13	0	0.639631516
38	13	0	0.656918855
39	13	0	0.674206193
40	14	0	0.691493531
41	14	0	0.708780869
42	14	0	0.726068208
43	15	0	0.743355546
44	15	0	0.760642884
45	15	0	0.777930222
46	15	0	0.795217561
47	16	0	0.812504899
48	16	0	0.829792237
49	16	0	0.847079576
50	16	0	0.864366914
51	17	0	0.881654252
52	17	0	0.89894159
53	17	0	0.916228929
54	17	0	0.933516267
55	18	0	0.950803605
56	18	0	0.968090944
57	18	0	0.985378282
58	19	0	1.00266562
59	19	0	1.01995296
60	19	0	1.0372403
61	20	0	1.05452763
62	20	0	1.07181497
63	20	0	1.08910231
64	21	0	1.10638965
65	21	0	1.12367699
66	21	0	1.14096433
67	22	0	1.15825166
68	22	0	1.175539
69	22	0	1.19282634
70	23	0	1.21011368
71	23	0	1.22740102
72	23	0	1.24468836
73	24	0	1.26197569
74	24	0	1.27926303
75	24	0	1.29655037
76	25	0	1.31383771
77	25	0	1.33112505
