Iteration	CPUTime	PhysTime	Travels
1	3	0	0.015889109
2	3	0	0.031778218
3	3	0	0.0476673269
4	4	0	0.0635564359
5	4	0	0.0794455449
6	4	0	0.0953346539
7	5	0	0.111223763
8	5	0	0.127112872
9	5	0	0.143001981
10	5	0	0.15889109
11	6	0	0.174780199
12	6	0	0.190669308
13	6	0	0.206558417
14	6	0	0.222447526
15	7	0	0.238336635
16	7	0	0.254225744
17	7	0	0.270114853
18	8	0	0.286003962
19	8	0	0.301893071
20	8	0	0.31778218
21	8	0	0.333671289
22	9	0	0.349560398
23	9	0	0.365449506
24	9	0	0.381338615
25	10	0	0.397227724
26	10	0	0.413116833
27	10	0	0.429005942
28	10	0	0.444895051
29	11	0	0.46078416
30	11	0	0.476673269
31	11	0	0.492562378
32	11	0	0.508451487
33	12	0	0.524340596
34	12	0	0.540229705
35	12	0	0.556118814
36	13	0	0.572007923
37	13	0	0.587897032
38	13	0	0.603786141
39	13	0	0.61967525
40	14	0	0.635564359
41	14	0	0.651453468
42	14	0	0.667342577
43	15	0	0.683231686
44	15	0	0.699120795
45	15	0	0.715009904
46	16	0	0.730899013
47	16	0	0.746788122
48	16	0	0.762677231
49	16	0	0.77856634
50	17	0	0.794455449
51	17	0	0.810344558
52	17	0	0.826233667
53	18	0	0.842122776
54	18	0	0.858011885
55	18	0	0.873900994
56	19	0	0.889790103
57	19	0	0.905679212
58	19	0	0.921568321
59	19	0	0.93745743
60	20	0	0.953346539
61	20	0	0.969235648
62	20	0	0.985124757
63	21	0	1.00101387
64	21	0	1.01690297
65	21	0	1.03279208
66	22	0	1.04868119
67	22	0	1.0645703
68	22	0	1.08045941
69	23	0	1.09634852
70	23	0	1.11223763
71	23	0	1.12812674
72	24	0	1.14401585
73	24	0	1.15990496
74	24	0	1.17579406
75	25	0	1.19168317
76	25	0	1.20757228
77	25	0	1.22346139
78	26	0	1.2393505
79	26	0	1.25523961
80	26	0	1.27112872
81	27	0	1.28701783
82	27	0	1.30290694
83	28	0	1.31879605
84	28	0	1.33468515
85	28	0	1.35057426
86	29	0	1.36646337
87	29	0	1.38235248
88	29	0	1.39824159
89	30	0	1.4141307
90	30	0	1.43001981
91	30	0	1.44590892
92	31	0	1.46179803
93	31	0	1.47768713
94	31	0	1.49357624
95	32	0	1.50946535
96	32	0	1.52535446
97	32	0	1.54124357
98	33	0	1.55713268
99	33	0	1.57302179
100	34	0	1.5889109
101	35	0	1.60480001
102	35	0	1.62068912
103	35	0	1.63657822
104	36	0	1.65246733
105	36	0	1.66835644
106	36	0	1.68424555
107	37	0	1.70013466
108	37	0	1.71602377
109	37	0	1.73191288
110	38	0	1.74780199
111	38	0	1.7636911
112	39	0	1.77958021
113	39	0	1.79546931
114	39	0	1.81135842
115	40	0	1.82724753
116	40	0	1.84313664
117	40	0	1.85902575
