Iteration	CPUTime	PhysTime	Travels
1	2	0	0.016344932
2	3	0	0.0326898639
3	3	0	0.0490347959
4	3	0	0.0653797278
5	4	0	0.0817246598
6	4	0	0.0980695917
7	4	0	0.114414524
8	5	0	0.130759456
9	5	0	0.147104388
10	5	0	0.16344932
11	6	0	0.179794251
12	6	0	0.196139183
13	6	0	0.212484115
14	7	0	0.228829047
15	7	0	0.245173979
16	7	0	0.261518911
17	7	0	0.277863843
18	8	0	0.294208775
19	8	0	0.310553707
20	8	0	0.326898639
21	9	0	0.343243571
22	9	0	0.359588503
23	9	0	0.375933435
24	10	0	0.392278367
25	10	0	0.408623299
26	10	0	0.424968231
27	11	0	0.441313163
28	11	0	0.457658095
29	11	0	0.474003027
30	12	0	0.490347959
31	12	0	0.506692891
32	12	0	0.523037822
33	13	0	0.539382754
34	13	0	0.555727686
35	13	0	0.572072618
36	13	0	0.58841755
37	14	0	0.604762482
38	14	0	0.621107414
39	14	0	0.637452346
40	15	0	0.653797278
41	15	0	0.67014221
42	15	0	0.686487142
43	16	0	0.702832074
44	16	0	0.719177006
45	16	0	0.735521938
46	17	0	0.75186687
47	17	0	0.768211802
48	17	0	0.784556734
49	18	0	0.800901666
50	18	0	0.817246598
51	18	0	0.83359153
52	19	0	0.849936461
53	19	0	0.866281393
54	19	0	0.882626325
55	19	0	0.898971257
56	20	0	0.915316189
57	20	0	0.931661121
58	20	0	0.948006053
59	21	0	0.964350985
60	21	0	0.980695917
61	21	0	0.997040849
62	22	0	1.01338578
63	22	0	1.02973071
64	23	0	1.04607564
65	23	0	1.06242058
66	23	0	1.07876551
67	24	0	1.09511044
68	24	0	1.11145537
69	24	0	1.1278003
70	25	0	1.14414524
71	25	0	1.16049017
72	26	0	1.1768351
73	26	0	1.19318003
74	26	0	1.20952496
75	27	0	1.2258699
76	27	0	1.24221483
77	27	0	1.25855976
78	28	0	1.27490469
79	28	0	1.29124962
80	29	0	1.30759456
81	29	0	1.32393949
82	29	0	1.34028442
83	30	0	1.35662935
84	30	0	1.37297428
85	30	0	1.38931922
86	31	0	1.40566415
87	31	0	1.42200908
88	32	0	1.43835401
89	32	0	1.45469894
90	32	0	1.47104388
91	33	0	1.48738881
92	33	0	1.50373374
93	33	0	1.52007867
94	34	0	1.5364236
95	34	0	1.55276854
96	35	0	1.56911347
97	35	0	1.5854584
98	35	0	1.60180333
99	36	0	1.61814826
100	36	0	1.6344932
101	37	0	1.65083813
102	38	0	1.66718306
103	38	0	1.68352799
104	39	0	1.69987292
105	39	0	1.71621785
106	39	0	1.73256279
107	40	0	1.74890772
108	40	0	1.76525265
109	41	0	1.78159758
110	41	0	1.79794251
111	41	0	1.81428745
112	42	0	1.83063238
113	42	0	1.84697731
114	42	0	1.86332224
115	43	0	1.87966717
116	43	0	1.89601211
117	44	0	1.91235704
118	44	0	1.92870197
119	44	0	1.9450469
120	45	0	1.96139183
121	45	0	1.97773677
122	46	0	1.9940817
123	46	0	2.01042663
124	46	0	2.02677156
125	47	0	2.04311649
126	47	0	2.05946143
127	48	0	2.07580636
128	48	0	2.09215129
129	48	0	2.10849622
130	49	0	2.12484115
131	49	0	2.14118609
132	50	0	2.15753102
133	50	0	2.17387595
134	50	0	2.19022088
135	51	0	2.20656581
136	51	0	2.22291075
137	52	0	2.23925568
138	52	0	2.25560061
139	52	0	2.27194554
140	53	0	2.28829047
