Iteration	CPUTime	PhysTime	Travels
1	4	0	0.0168277559
2	4	0	0.0336555119
3	5	0	0.0504832678
4	5	0	0.0673110238
5	5	0	0.0841387797
6	6	0	0.100966536
7	6	0	0.117794292
8	6	0	0.134622048
9	6	0	0.151449803
10	6	0	0.168277559
11	7	0	0.185105315
12	7	0	0.201933071
13	7	0	0.218760827
14	8	0	0.235588583
15	8	0	0.252416339
16	8	0	0.269244095
17	8	0	0.286071851
18	9	0	0.302899607
19	9	0	0.319727363
20	9	0	0.336555119
21	10	0	0.353382875
22	10	0	0.370210631
23	10	0	0.387038387
24	10	0	0.403866143
25	11	0	0.420693898
26	11	0	0.437521654
27	11	0	0.45434941
28	11	0	0.471177166
29	12	0	0.488004922
30	12	0	0.504832678
31	12	0	0.521660434
32	12	0	0.53848819
33	13	0	0.555315946
34	13	0	0.572143702
35	13	0	0.588971458
36	13	0	0.605799214
37	14	0	0.62262697
38	14	0	0.639454726
39	14	0	0.656282482
40	14	0	0.673110238
41	15	0	0.689937993
42	15	0	0.706765749
43	15	0	0.723593505
44	15	0	0.740421261
45	16	0	0.757249017
46	16	0	0.774076773
47	16	0	0.790904529
48	16	0	0.807732285
49	17	0	0.824560041
50	17	0	0.841387797
51	17	0	0.858215553
52	18	0	0.875043309
53	18	0	0.891871065
54	18	0	0.908698821
55	18	0	0.925526577
56	19	0	0.942354333
57	19	0	0.959182088
58	19	0	0.976009844
59	19	0	0.9928376
60	20	0	1.00966536
61	20	0	1.02649311
62	20	0	1.04332087
63	21	0	1.06014862
64	21	0	1.07697638
65	21	0	1.09380414
66	21	0	1.11063189
67	22	0	1.12745965
68	22	0	1.1442874
69	22	0	1.16111516
70	23	0	1.17794292
