Iteration	CPUTime	PhysTime	Travels
1	1	0	0.0247900352
2	1	0	0.0495800704
3	1	0	0.0743701057
4	2	0	0.0991601409
5	2	0	0.123950176
6	2	0	0.148740211
7	2	0	0.173530247
8	2	0	0.198320282
9	3	0	0.223110317
10	3	0	0.247900352
11	3	0	0.272690387
12	3	0	0.297480423
13	3	0	0.322270458
14	3	0	0.347060493
15	4	0	0.371850528
16	4	0	0.396640564
17	4	0	0.421430599
18	4	0	0.446220634
19	4	0	0.471010669
20	4	0	0.495800704
21	5	0	0.52059074
22	5	0	0.545380775
23	5	0	0.57017081
24	5	0	0.594960845
25	5	0	0.619750881
26	5	0	0.644540916
27	6	0	0.669330951
28	6	0	0.694120986
29	6	0	0.718911021
30	6	0	0.743701057
31	6	0	0.768491092
32	7	0	0.793281127
33	7	0	0.818071162
34	7	0	0.842861198
35	7	0	0.867651233
36	7	0	0.892441268
37	7	0	0.917231303
38	8	0	0.942021338
39	8	0	0.966811374
40	8	0	0.991601409
41	8	0	1.01639144
42	8	0	1.04118148
43	9	0	1.06597151
44	9	0	1.09076155
45	9	0	1.11555159
46	9	0	1.14034162
47	9	0	1.16513166
48	10	0	1.18992169
49	10	0	1.21471173
50	10	0	1.23950176
51	10	0	1.2642918
52	10	0	1.28908183
53	11	0	1.31387187
