Iteration	CPUTime	PhysTime	Travels
1	3	0	0.0148987865
2	3	0	0.0297975729
3	3	0	0.0446963594
4	4	0	0.0595951458
5	4	0	0.0744939323
6	4	0	0.0893927188
7	5	0	0.104291505
8	5	0	0.119190292
9	5	0	0.134089078
10	6	0	0.148987865
11	6	0	0.163886651
12	6	0	0.178785438
13	6	0	0.193684224
14	7	0	0.20858301
15	7	0	0.223481797
16	7	0	0.238380583
17	8	0	0.25327937
18	8	0	0.268178156
19	8	0	0.283076943
20	8	0	0.297975729
21	9	0	0.312874516
22	9	0	0.327773302
23	9	0	0.342672089
24	10	0	0.357570875
25	10	0	0.372469662
26	10	0	0.387368448
27	11	0	0.402267234
28	11	0	0.417166021
29	11	0	0.432064807
30	11	0	0.446963594
31	12	0	0.46186238
32	12	0	0.476761167
33	12	0	0.491659953
34	13	0	0.50655874
35	13	0	0.521457526
36	13	0	0.536356313
37	13	0	0.551255099
38	14	0	0.566153886
39	14	0	0.581052672
40	14	0	0.595951458
41	15	0	0.610850245
42	15	0	0.625749031
43	15	0	0.640647818
44	15	0	0.655546604
45	16	0	0.670445391
46	16	0	0.685344177
47	16	0	0.700242964
48	17	0	0.71514175
49	17	0	0.730040537
50	17	0	0.744939323
51	18	0	0.75983811
52	18	0	0.774736896
53	18	0	0.789635682
54	19	0	0.804534469
55	19	0	0.819433255
56	19	0	0.834332042
57	19	0	0.849230828
58	20	0	0.864129615
59	20	0	0.879028401
60	20	0	0.893927188
61	21	0	0.908825974
62	21	0	0.923724761
63	21	0	0.938623547
64	22	0	0.953522334
65	22	0	0.96842112
66	22	0	0.983319907
67	22	0	0.998218693
68	23	0	1.01311748
69	23	0	1.02801627
70	23	0	1.04291505
71	24	0	1.05781384
72	24	0	1.07271263
73	25	0	1.08761141
74	25	0	1.1025102
75	25	0	1.11740898
76	26	0	1.13230777
77	26	0	1.14720656
78	26	0	1.16210534
79	27	0	1.17700413
80	27	0	1.19190292
81	27	0	1.2068017
82	28	0	1.22170049
83	28	0	1.23659928
84	29	0	1.25149806
85	29	0	1.26639685
86	29	0	1.28129564
87	30	0	1.29619442
88	30	0	1.31109321
89	30	0	1.325992
90	31	0	1.34089078
91	31	0	1.35578957
92	31	0	1.37068835
93	32	0	1.38558714
94	32	0	1.40048593
95	32	0	1.41538471
96	33	0	1.4302835
97	33	0	1.44518229
98	34	0	1.46008107
99	34	0	1.47497986
100	34	0	1.48987865
101	35	0	1.50477743
102	36	0	1.51967622
103	36	0	1.53457501
104	37	0	1.54947379
105	37	0	1.56437258
106	37	0	1.57927136
107	38	0	1.59417015
108	38	0	1.60906894
109	38	0	1.62396772
110	39	0	1.63886651
111	39	0	1.6537653
112	39	0	1.66866408
113	40	0	1.68356287
114	40	0	1.69846166
115	40	0	1.71336044
116	41	0	1.72825923
117	41	0	1.74315802
118	41	0	1.7580568
119	42	0	1.77295559
120	42	0	1.78785438
121	43	0	1.80275316
122	43	0	1.81765195
123	43	0	1.83255073
124	44	0	1.84744952
125	44	0	1.86234831
126	44	0	1.87724709
127	45	0	1.89214588
128	45	0	1.90704467
129	45	0	1.92194345
130	46	0	1.93684224
131	46	0	1.95174103
132	46	0	1.96663981
133	47	0	1.9815386
134	47	0	1.99643739
135	48	0	2.01133617
136	48	0	2.02623496
137	48	0	2.04113375
138	49	0	2.05603253
139	49	0	2.07093132
140	49	0	2.0858301
141	50	0	2.10072889
142	50	0	2.11562768
143	50	0	2.13052646
144	51	0	2.14542525
145	51	0	2.16032404
