Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0168187846
2	2	0	0.0336375691
3	2	0	0.0504563537
4	3	0	0.0672751382
5	3	0	0.0840939228
6	4	0	0.100912707
7	4	0	0.117731492
8	4	0	0.134550276
9	4	0	0.151369061
10	5	0	0.168187846
11	5	0	0.18500663
12	5	0	0.201825415
13	6	0	0.218644199
14	6	0	0.235462984
15	6	0	0.252281768
16	6	0	0.269100553
17	7	0	0.285919337
18	7	0	0.302738122
19	7	0	0.319556906
20	8	0	0.336375691
21	8	0	0.353194476
22	8	0	0.37001326
23	8	0	0.386832045
24	9	0	0.403650829
25	9	0	0.420469614
26	9	0	0.437288398
27	10	0	0.454107183
28	10	0	0.470925967
29	10	0	0.487744752
30	10	0	0.504563537
31	11	0	0.521382321
32	11	0	0.538201106
33	11	0	0.55501989
34	12	0	0.571838675
35	12	0	0.588657459
36	12	0	0.605476244
37	13	0	0.622295028
38	13	0	0.639113813
39	13	0	0.655932597
40	13	0	0.672751382
41	14	0	0.689570167
42	14	0	0.706388951
43	14	0	0.723207736
44	15	0	0.74002652
45	15	0	0.756845305
46	15	0	0.773664089
47	15	0	0.790482874
48	16	0	0.807301658
49	16	0	0.824120443
50	16	0	0.840939228
51	17	0	0.857758012
52	17	0	0.874576797
53	17	0	0.891395581
54	18	0	0.908214366
55	18	0	0.92503315
56	18	0	0.941851935
57	18	0	0.958670719
58	19	0	0.975489504
59	19	0	0.992308289
60	20	0	1.00912707
61	20	0	1.02594586
62	20	0	1.04276464
63	21	0	1.05958343
64	21	0	1.07640221
65	21	0	1.093221
66	22	0	1.11003978
67	22	0	1.12685856
68	22	0	1.14367735
69	23	0	1.16049613
70	23	0	1.17731492
71	24	0	1.1941337
72	24	0	1.21095249
73	24	0	1.22777127
74	25	0	1.24459006
75	25	0	1.26140884
76	25	0	1.27822763
77	26	0	1.29504641
78	26	0	1.31186519
79	26	0	1.32868398
80	27	0	1.34550276
81	27	0	1.36232155
82	27	0	1.37914033
83	28	0	1.39595912
84	28	0	1.4127779
85	28	0	1.42959669
86	29	0	1.44641547
87	29	0	1.46323426
88	30	0	1.48005304
89	30	0	1.49687183
90	30	0	1.51369061
91	31	0	1.53050939
92	31	0	1.54732818
93	31	0	1.56414696
94	32	0	1.58096575
95	32	0	1.59778453
96	32	0	1.61460332
97	33	0	1.6314221
98	33	0	1.64824089
99	33	0	1.66505967
100	34	0	1.68187846
101	35	0	1.69869724
102	35	0	1.71551602
